Submission date	OS	Version	Rating	Combined Review	Likes
2022-06-13 9:46:30	iOS	1.1.4	2	Needs improvement - Loved the idea of having video feed for my toddlers daycare center room. However, this almost never loads. Also, it doesn’t seem like there’s an option for the notifications to produce sound, so you don’t really get an update in real time unless you’re looking at the phone. Just all around very buggy and disappointing.	0
2022-06-13 5:40:29	iOS	1.1.4	1	Go back to WatchMeGrow - This app is not working half of the time. The video didn’t work for days, it took forever to load, and if the video is on the screen blacks out after every 15 seconds. This app just defeats the purpose of having access to watch my child at the daycare.	0
2022-06-12 10:32:27	iOS	1.1.4	1	I hate this app… - My center switched over to SproutAbout a few weeks ago from brightwheel, I thought it looked pretty cool… we had training on this app so I figured I’d have no issues with it. WRONG - although I’ve figured my way around it, it doesn’t compare to the ease of brightwheel, not to mention I can no longer message parents out side of work, so if I’m on my lunch break I can’t do anything because I don’t carry around my work iPad, with brightwheel I was able to do everything, any where, any time THAT is my biggest complaint… aside from it checking me out of classes just because I sat the iPad down and left it for a period of time (because as most people know we can’t just sit on our iPads all day) I don’t care for change however I can adapt, this is not something I want to adapt too unless they make some changes. Hopefully these reviews are read and taken into consideration on ways to improve the app.	0
2022-06-09 18:46:53	iOS	1.1.4	1	Awful - Daycare switch to this from Brightwheel and so far it is a massive downgrade. You have to search and look around for any update. From what I’ve noticed so far is the search filters reset anytime you close the app so you have to go in and manually select your children every time of you want to see any updates. Not impressed and pretty disappointed.	0
2022-06-09 6:32:49	iOS	1.1.4	1	Rolled this out before they should have… - Our daycare switched from Brightwheel recently, no doubt to save some money I’m sure, but we’ve had nothing but problems since that happened.     This app has not worked correctly since the beginning- the message feature tells me there’s no child attached to my user account even though I can see the updates for her throughout the day. As a result I can’t message the center throughout the day with any questions of feedback the way I could with Brightwheel. We don’t receive the bulletins from the school. The cameras frequently don’t work on the app, and our child’s teachers don’t seem able to see our comments on pictures or updates. This app has severely diminished my visibility into my child’s day and it’s aggravating.     We’ve relayed these experiences to our daycare and they advised tickets have been submitted but it’s been WEEKS and nothing has improved. It’s not fair that the daycare staff have to use this glitchy app and field parents’ frustrations instead of focusing on their jobs. It’s absurd how much money we spend on daycare and they can’t even ensure the app they’re building works. 0/10 would not recommend.	0
2022-06-09 6:22:13	iOS	1.1.4	1	Horrible. Try finding a school that doesn’t use this app - The whole point of choosing a school with live stream cameras is to watch your kid. SproutAbout makes that impossible. Bright wheel and watch grow worked 10x better.     Have fun logging in and out, and deleting and reinstalling all day just to watch your kid for 5 minutes before it shuts down… real fun.	0
2022-06-08 16:31:50	iOS	1.1.4	1	Live streaming doesn’t work for days - Pros: NOTHING that I can think of!    Cons: Not user friendly. Can message at multiple places. Confusing. I don't see the purpose of drop off and pick up notes. Notes saying as to when the bottle was started and finished is confusing. Can easily miss messages from the providers and worst of all, live streaming has a mind of its own. Works when it wants to and works only when the providers check in the baby. If they forget, I have to wait until they check him in. Can’t access SproutAbout online which is a bummer. Ufff… I want ChildTime to switch back to BrightWheel and WatchmeGrow.	0
2022-06-08 11:29:42	iOS	1.1.4	1	Really bad experience . - Tutor time , please pay and go back to WatchMeGrow ! This app doesn’t work !	0
2022-06-08 10:55:01	iOS	1.1.4	1	poorly organized interface, poor tech support - Tech support limited and seems incompetent. That’s said you should not really need tech support for an app like this. Seems low budget. I honestly can’t believe a big company like Childtime decided to partner with this startup company. Very unsatisfied. The interface makes it very difficult to view overall potty breaks or diaper changes or feeds. Camera often does not work without reloading as other review mentioned.	0
2022-06-08 10:37:00	iOS	1.1.4	1	What a crock of crap - Nothing but false hope. Cameras never work on app and the daycare blames the app that it’s not a problem on their end. We were told the cameras would be visible to parents yet they are being provided in an app that is substandard to view them. The entire day cameras have been offline.	0
2022-06-08 9:33:14	iOS	1.1.4	1	I want brightwheel back - This app is terrible. I really hope our center switched back. This app does not notify you that you have a message waiting to be read, or if there’s been a feeding and so on. You have to open the app and look through all menu options to see if anything has been updated. I missed 2 very important messages from the daycare in regards to my daughter. Needless to say I am very unhappy with this app. Praying enough parents complain about it and they switch back.	0
2022-06-08 9:11:16	iOS	1.1.4	1	Horrible - I can’t believe my school switch to this app that makes no sense at all.  It’s horrible, full of viruses that make my cellphone glitch every single time i try to use it.	0
2022-06-06 9:16:13	iOS	1.1.4	2	Zero access to my preschooler - My preschooler has been in school for over two weeks and I still have no access to updates or the live camera. There have been 2 tickets submitted 1) my login wouldn't work and 2) not receiving any updates/camera access. It feels like I’m getting nowhere with customer service and our school is relying on them to fix. We were on vacation all of last week hoping it would get fixed and we got nowhere. No fixes. Very frustrating experiencing. It’s worth noting we had Sprout at our last preschool and we didn’t have issues. So I’m not sure what the problem is but it’s very frustrating.	0
2022-06-05 17:08:00	iOS	1.1.4	1	iPad compatible - Could you please make this application IPad compatible. This application is only iPhone compatible.	0
2022-06-05 10:09:47	iOS	1.1.4	1	There’s a reason why companies pay for Brightwheel. - Sure it’s a Beta launch. Having your own proprietary technology may be beneficial to a large corporation like LCG. That being said, the amount of utter frustration that has been voiced from every end of the spectrum in possible users of this product shows, without a doubt, that LCG should cut their losses & go back to what worked. In layman’s terms; “if it ain’t broke, don’t fix it”.     No matter what fixes they put into this, their Beta roll out has tainted this product beyond repair. The things that need to be fixed should’ve never been an issue in the first place. Don’t be cheap. Pay the subscription to Brightwheel. Parents hate it. Teachers DEFINITELY hate it. Management hates it. The upper echelons of LCG have no issue with it im sure, which are the same people who designed such a terrible interface in the first place.	0
2022-06-03 10:14:19	iOS	1.1.4	1	Terrible - The apps we had before this was so much better. Way too many bugs. It logs me out at least 3 times a day. I try to watch my baby on the camera and it won’t work. I dont get notifications even though they are turned on. It also keeps asking for family ID and school ID but I’m not trying to remember so many numbers and letters instead of using my username and password. So ever time it logs me off i have to look up her IDs on my phone to login and it’s SUPPPER slow.	0
2022-06-03 10:05:30	iOS	1.1.4	1	Very slow and buggy - The app is very slow, I have to restart it many time when it freezes. Notifications comes randomly with a big delay or sometimes never show. The messaging system is also very slow, and sometimes I need several attempts for my messages to get delivered. Video is super slow to load and sometimes freezes as well.	0
2022-06-03 7:45:36	iOS	1.1.4	2	No sound notifications - App works fine but it doesn’t make sense that there are no “sounds” when notifications are sent through the app. I would think this is a pretty important feature. Please fix!!	0
2022-06-02 15:34:21	iOS	1.1.4	1	Useless - My daycare just switched to this app and though I like 1 app instead of 2, it rarely loads and then times out. It needs to be reworked.	0
2022-06-02 9:50:19	iOS	1.1.4	1	Bad Operation and useless Customer care - Even with correct guardian and family Id, I cannot login. I am told by customer care that they just launched 100 schools and they can’t resolve my issue immediately. If you can’t handle urgent request what is the use of a call center. There is no supervisor to talk. This is important for me since it’s my kids first day and we need to see how is he doing. Very irresponsible management	0
2022-06-02 8:41:58	iOS	1.1.4	2	Needs Better User Experience - Our daycare center just switched to this app about 3 weeks ago from Brightwheel, and so far I do not think it has as great of a user experience. A few frustrating experiences I’ve noticed so far… The app lacks notification functionality for notes and the manager thread. As a parent, I want to be notified of all things posted in the app, and not have to go searching for what’s new. Also, the camera functionality doesn’t always load, I have to log out and log back in, there should be a refresh option within that section of the app. I also think the bulletin should have functionality for parents to react to a bulletin. I understand why the development team chose not to allow message functionality on bulletins (I don’t love it), but we should be able to react or show engagement. Lastly i would be interested to know if the drop off and pick up notes are commonly used by users, we haven’t used it at all and only seems relevant for infant classrooms so i don’t think it should be in the main navigation panel at the bottom… it could be a sub page in messages. All in all — I hope our center goes back to BRIGHTWHEEL	4
2022-06-01 20:31:36	iOS	1.1.4	1	Not User Friendly - I am a teacher who uses this app. I was very excited for its arrival. Disappointed now it’s arrived. Developers I hope you see this feedback and change some of the problems with it. I really wanted to like this app. It’s glitchy and often times won’t post or load. The set up and functions of the app are complicated. There are too many options and it makes it difficult to find the simple options we need. The classroom is a fast-paced environment. It makes me not want to use the app because all of the additional steps I have to take. For example, I always have to select a time rather than it applying automatically. I also have to select diaper/toilet rather than it applying automatically and changing based on need. I can write “loose bm” in the notes. I do not need an extra box for that. When entering food it doesn’t provide you with a section to add menu items. Sure, we can write it in the notes but it is frustrating when before I could just add it and search it later. The app looks crowded and busy. There is a lot of words on one page at any given time. I recommend a bigger focus on the children's picture and more visually diverse symbols. It is also difficult to tell what children are checked into my room at any given time. I find hard to check an individual child’s profile to see if they were changed or fed because the emphasis is on words not symbols. The symbols brightwheel uses makes it quick and effective. The same can’t be said about SA. My last complaint is communication via the app. There are simply too many places for parents to send messages and it is hard to catch them all. Did they send an actual message? Was it a drop-off note? Maybe a comment on a picture? Children change rooms multiple times and it is frustrating that all staff isn’t receiving all messages from all parents all of the time. Communication was much more effective when everyone was able to read messages. Floaters, for example, teachers who change rooms multiple times a day, I think will struggle the most from this. One more additional thing, drives me nuts that the screen doesn’t rotate vertically. I can’t enter in info with one hand because it only displays horizontally. The classrooms are fast-paced environments and sometimes I don’t have access to both hands. My job is to supervise, love and take care of children. Using SA I have spent more time than usual staring at an iPad trying to get/enter basic info about my kids. It also makes it complicated to take pictures of the kids because horizontal is a wider shot than vertical. We have to capture pics of individual children without revealing the identity of their classmates. Kids typically play really close to each other so a wider shot is not ideal. I hope these are issues you can fix in later versions of the app. I hope you receive enough teacher feedback and these things change. I wanted to like this app. I am 26 and I feel so bad for older teachers who aren’t tech savvy. If I am experiencing these difficulties and feel dread everytime I have to log something, I can only imagine how they feel.	0
2022-06-01 14:21:24	iOS	1.1.4	1	Data not updated - Unable to connect, when requesting support No follow up received despite the support person assuring higher level support	0
2022-06-01 11:52:03	iOS	1.1.4	1	Doesn’t work - App won’t update, video doesn’t work. Total failure.	0
2022-06-01 10:53:11	iOS	1.1.4	1	Horrible App - This App is garbage.     Lackluster performance and incredibly slow. This app has not loaded for me since this morning. I have attempted to delete the app and download it again 3 times now and nothing has changed. I am not able to see the daily report of my infant’s day. As a parent, I find this to be incredibly frustrating especially after we were using an app that was far superior to this app and only recently made the move to this app a couple days ago.	0
2022-06-01 10:42:00	iOS	1.1.4	2	Does not open, logs you out, cant see my child when I want to - One good thing about this app is that it has video of my child, that is if the app opens and the if it recognizes your credentials and doesn’t log you out constantly. I must memorize several IDs…. I pretty annoyed about this app- it doesn’t even open. Tried multiple times on Android and Apple….there is no way to refresh it. Brightwheel was so so much better even though it had no video- it was working like a clock!	0
2022-06-01 9:54:13	iOS	1.1.4	2	Keeps Logging Me Out /No Video - I love the concept of this app. Having just one app for everything instead of multiple 👌🏽 However, this app keeps logging me out and then does not recognize my info and gives me an invalid credentials message -_- Extremely frustrating. Also, not sure what needs to happen but we have no video access from our childcare center. They’re still using watch me grow for the live stream but I thought the whole idea was to be able to do all of that in SproutAbout?	0
2022-06-01 9:44:14	iOS	1.1.4	1	The worst!! - This app is the worst!! Not only does it never work but their IT Team won’t even listen to the schools telling them that it’s not working! It must be something that we’re all doing wrong 🙄	0
2022-06-01 9:21:33	iOS	1.1.4	1	Honestly impressed at how bad this is - After logging on, I just get stuck on a page with the logo. It only sporadically recognizes my guardian ID and family ID as correct. I have to remember a fake birthday for my kid, because his data was entered incorrectly when our center switched to this app. On the ONE occasion I managed to actually get inside a functioning app, it’s not intuitive at all.	0
2022-06-01 8:39:12	iOS	1.1.4	1	Constantly loading - We recently switched to this app from Brightwheel (for updates/messaging) and WatchMeGrow (for video) and it’s been frustrating. While I like the concept of one app this new one is basically useless as it takes forever to load, and continuously times out. It also logs me out and won’t allow me to log back in so I have no idea how much my baby ate during the day. It’s unnecessarily stressful. I need an app to work, not look pretty.	0
2022-06-01 8:28:49	iOS	1.1.4	1	The app never works - Every time I try and open the app I just see the wheel spinning forever	0
2022-06-01 7:33:21	iOS	1.1.4	1	Glitchy and problematic - My childcare facilities have just started using this app and it has been an awful transition. I have children at 2 different centers but can only view one profile. There has been trouble with parents accessing communication from the center and vice versa. Navigation of the app is clunky and difficult. Logging in can require multiple relaunches as it often asks for credentials only required at the first log in. Overall, a terrible experience. I am hoping my centers discontinue use of this app and go back to Brightwheel.	0
2022-06-01 4:36:16	iOS	1.1.4	2	Momof2 - Takes forever to load whenever you open app or if it loads at all .	0
2023-04-20 17:49:32	Android	1.5.2	5	BOMB	0
2023-04-18 15:24:03	Android	1.5.2	1	This app has seemingly attached itself to identity politics. Notifications do not use pronouns of him/her, he/she.	0
2023-04-06 17:07:06	Android	1.5.2	3	Generally an alright experience but it has plenty of hiccups. Sometimes video doesn't load, other times the feed is shaped weird. Overall I don't recommend but when you got no other options what can you do?	0
2023-04-04 19:39:37	Android	1.5.2	1	Needs improvements for foldable devices. Am getting constant switches to landscape on z fold 4 as well as app crashes.	0
2023-03-27 16:53:09	Android	1.5.1	4	Always good	0
2023-03-27 13:20:03	Android	1.5.1	5	Nice school	0
2023-03-26 15:49:38	Android	1.5.2	1	The app constantly times out. Nothing more to say. I can't use it anymore after the last update.	0
2023-03-17 22:14:09	Android	1.5.1	4	So far so good. Every once in a while I do have to clear the cache to get the video to work but besides that, I'm happy with this app.	0
2023-03-17 14:37:50	Android	1.5.1	1	fix the app! Is terrible connection , so slow, unavailable to write , get frozen all the time.	0
2023-03-17 1:36:04	Android	1.5.1	1	Complete trash. Slow loading times, freezing constantly. I wish my kids daycare never went to this app	0
2023-03-16 14:01:25	Android	1.5.1	1	Wont even allow me to sign in. I keep clicking signin and the page refreshes to the same buttons to click Sign In 0
2023-03-16 13:56:28	Android	1.5.1	2	Always having issues. The teachers at school are also very frustrated by the app and send incomplete updates with the inability to edit. I get notes about the wrong child, and they send me a separate note saying that their app was going slow and accidentally clicked the wrong child. I hate not having access via web browser anymore. Pulling my phone out for notifications gets me distracted by other notifications. The difference between Andriod and iPhone experience is also very frustrating. Ugh	2
2023-03-15 14:20:32	Android	1.5.1	1	Could be so much better. I would like to see it align more with Baby Connect. The events tabs are super huge and it's hard to swirl through everything during a day. The messaging portion of the app is terrible.... you can't use swipe text or voice to text. The only good part about the app is the camera feature.	0
2023-03-13 19:21:13	Android	1.5.1	2	Overall I like it, despite having to constantly restart the camera portion. Is there a way check in and check out could be added as push notifications for safety reasons? Lately the camera has barely worked, constantly having to restart.	0
2023-03-13 14:34:45	Android	1.4.6	5	How nice the kids are taking care of	0
2023-03-10 16:52:12	Android		1	This app is terrible. I have to uninstall and then reinstall the app for it work. If not when I try to sign in it times out. My phone software is to date and I should have the latest software for the app due to I'm constantly uninstalling and reinstalling the app. Update: I lied still getting timeout error has occured after reinstalling the app	0
2023-03-09 14:49:29	Android	1.5.0	1	After upgrade the software, the app does not run after sign in and timeout.	0
2023-03-08 15:21:34	Android	1.5.0	4	Loving this app, but would recommend some improvements to the chat feature. The typing window is VERY small which makes it difficult to write a message (even harder to edit the message), but otherwise very happy and impressed. I love that I can check in on my daughter throughout the day!	1
2023-03-03 18:30:20	Android	1.5.0	1	I haven't been able to log into the app since Jan 2023. Before then it was very slow and still barely worked. Live feed was touchy	0
2023-03-02 21:36:09	Android	1.5.0	5	Video works great and the updates from the staff are nice to receive throughout the day	0
2023-03-01 18:27:14	Android	1.5.0	2	Livestream doesn't work currently. I click on the icon and it looks like it's loading then just goes blank...	0
2023-02-24 20:06:24	Android	1.4.6	1	This app is awful. Extremely laggy, and tapping notifications almost never takes you to where they were and it's so unintuitive I can rarely figure out where the notification was meant to go.	1
2023-02-24 18:01:33	Android	1.4.6	5	😃	0
2023-02-23 17:30:30	Android	1.4.6	1	Some messages don't go through. Often fails to load and frequently crashes. Poor company decision to roll out app before it was ready and stable. Makes childcare experience worse than it was prior to this apps implementation.	2
2023-02-21 16:12:45	Android	1.4.6	1	When the app works it perfect, but here lately I can't sign in due to app times out. Tried my usual resolution of uninstalling and reinstalling still the same error. Please fix this!!! Uninstalling and reinstalling an app should NOT be the resolution. So I'm back as of 2/21/23. Same issue I have the latest version of the app because I uninstalled and reinstalled it. Tried to sign in later and it still times out. Please do better!!!	0
2023-02-16 20:37:45	Android	1.4.6	2	Good concept but the app has a lot of issues. The connection to the live video feed is always going down and if you're trying to back to check your child's updates from further than a couple months - in my case, to try to save some pictures I missed - the app doesn't process properly and will do a continuous replate of the previous actives on a continuous loop. Personally I liked the original app just for the fact that I never came across any issues	2
2023-02-16 19:20:00	Android	1.4.6	1	Installed the current update and now it doesn't even open	0
2023-02-16 19:09:58	Android	1.4.6	1	Will not open and function	0
2023-02-16 17:21:48	Android	1.4.6	1	Really slow functioning. Takes a while for any pages to load or to see photos . Also no phot album feature to look back on old photos	0
2023-02-16 13:29:41	Android	1.4.3	5	Love the whole staff they're always so helpful thoughtful and considerate I don't know what I would do without everybody there.🥰	0
2023-02-15 15:21:10	Android	1.4.4	1	The app is frustratingly slow. Obvious changes to improve things include: Cache more than just the most recent message on each thread. Text takes up almost no space - why am I downloading the conversation every time I open it? Use background data to preload photos/videos, with the option to disable background downloads. Better than waiting for your ridiculously slow CDN. Fix notification bug - opening the app from notification fails to load anything; I have to force-close the app and reopen.	7
2023-02-13 13:43:50	Android	1.4.4	1	App will push notifications, but will not open (times out). Using Android on Samsung S10e.	0
2023-02-11 4:20:40	Android		1	Very poorly made.	0
2023-02-08 21:46:35	Android	1.4.4	1	Update: I don't know how can you manage to make the app worse! App takes minutes to load now! I wish there was a way to give 0 star, worst experience ever. You should hire someone that knows how to write a proper app. So slow, everything in this app takes ages to happen, a simple image loading takes 30seconds to 1 minute, you have to click on video tab multiple times until it starts streaming, even scrolling and reading messages breaks the app. So frustrating experience for such a simple app.	2
2023-02-08 17:26:56	Android		1	It doesn't work 75% of the night time.	0
2023-02-08 17:26:45	Android	1.4.4	2	Recently the app doesn't ever get past the loading page until about halfway through the day. The app generally feels sluggish when clicking around calendars and message boards.	0
2023-02-08 15:33:05	Android	1.4.4	1	App never opens	0
2023-02-07 21:16:15	Android	1.4.4	1	Cannot open the app with the latest update. The school continues to use it for messaging the parents which is useless because we cannot respond.	0
2023-02-07 17:50:51	Android	1.4.4	1	The app used to work great. Now the live stream doesn't work and I receive daily activity updates hours later. Fix this!!	0
2023-02-07 16:37:15	Android	1.4.4	3	Problems opening this app	0
2023-02-07 4:26:00	Android	1.4.4	1	This app sucks. I work for Lcg and have to deal with this app crashing all day everyday while I spend the majority of my day focused on if I'm getting the mandatory posts out (because it takes so long to post anything and then crashes) instead of being able to have my focus where it needs to be, on the kids. I don't even bother getting on the app to check out my own kids posts because it doesn't work anyways. Just crossing my fingers that I don't lose my job over an unreliable app at this point.	0
2023-02-06 19:11:02	Android		2	App was great all last year and now ot barely loads video or messages from my children's teachers or administrators.	0
2023-02-06 16:36:10	Android	1.4.4	1	This app is terrible. The notification controls basically suck, and on Android 13, it seems to only want to even open every once in a while, and thats usually after I blow the cache out. Plus it takes forever to log in. Literally at least a minute, as I have to wake my phone back up before it even connects to the school. And if I click on a notification, it will almost never actually connect. Plus the broadcasts from the school never link to the actual post, and often reping me again.	0
2023-02-04 2:33:22	Android	1.4.3	1	Constantly crashing when I'm trying to write a message, takes a long time to load the activity stream. Often kicks me out. The daily summary shows for tomorrow, which means it always shows no activity. The activity cards are unnecessarily large, making you have to scroll a lot. Needs major work.	0
2023-02-03 15:09:34	Android	1.4.4	2	Used this app since it was brand new. There always seems to be one problem or another. I wouldn't use it at all except I'm not changing daycares over a corporate app choice. I have updates that won't load. Typing messages has become extremely difficult since predictive text is no longer working. Have to consistently check my email for daycare updates because I can't rely on the app to be functional.	1
2023-01-31 17:44:34	Android	1.4.4	1	This app is really bad, please work on fix your issues. It takes forever to load, streaming is always unavailable. Notifications not on real time etc etc.	0
2023-01-31 5:12:10	Android		3	Live video has improved, but now with the latest update none of the bulletin messages will load so I unable to read what the school posts for the parents to see. I will update if anything improves	0
2023-01-30 19:06:32	Android	1.4.4	1	Always have trouble with video and bulletins crashing. Feed scrolling is slow on a good day. But since v1.4.4 rolled out, I can't even open. Uninstalled/reinstalled and got it open briefly before it crashed. Force stop lets me get past the first screen, but then crashes. Apparently my daycare had a power outage and I can't see the notification, so super cool! Husband has same phone as me and having same issue. If this is going to be mandatory, y'all need to get it together!	5
2023-01-30 19:04:37	Android	1.4.4	2	Customer service is a headache	0
2023-01-30 18:44:51	Android	1.4.4	1	App constantly has trouble loading. The video times out before the video even loads and then asks if I want to continue viewing. The view that's in the classroom is so minimal that I only see my kid 50% of the time I check. It also doesn't send notifications for check-in and check out, which I find to be the most important notifications to have. The Nurture app had its flaws but none close to the ones SproutAbout has.	3
2023-01-30 18:19:14	Android	1.4.4	1	Glitchy never works correctly. Tough when you utilize this app to ensure your childs safety and it rarely works correctly.	0
2023-01-30 12:56:51	Android	1.4.4	2	Slow, inconsistent	0
2023-01-29 6:57:51	Android	1.4.4	3	Looking silicone	0
2023-01-26 14:11:02	Android	1.4.3	1	I can't even type two sentences on the conversation without it crashing...	0
2023-01-26 13:47:32	Android	1.4.3	3	Useless notifications like a grop message they ate some of their lunch are popping up, but direct messages from the teacher to parents have no notification at all and sit unnoticed.	0
2023-01-25 14:28:45	Android	1.4.3	2	Trying to message the facility is a pain. Trying to look at messages is a pain. Freezes both devices I use it on. Just a poorly made app.	0
2023-01-24 14:24:04	Android	1.4.2	1	It freezes up all of the time. When I watch my toddler on the camera, it gets stuck and just repeats the same image over and over. It also just will stop playing the camera altogether. When I message his teachers, it will freeze mid-sentence when I'm typing then say the app stopped working.	0
2023-01-20 13:51:19	Android	1.4.3	1	My daughters school uses this app and it worked perfectly for a while. Now I can't even get it to open, I keep getting time out errors. I have tried reinstalling the app but that didn't work, the app still wont open and now I can't even log back in after reinstalling it.	0
2023-01-19 20:29:21	Android	1.4.3	1	This app rarely works, i have had to Uninstall and reinstall about 10 times since we started using it. I hate how frequent the camera times out and if you minimize the app to look at something else then go back it sits buffering forever. Ridiculous waste of space on my phone	0
2023-01-18 16:39:33	Android	1.4.3	1	Terribly clunky slow app. Needs serious work	0
2023-01-18 13:45:09	Android	1.4.1	1	Since I downloaded this app it's been terrible. Freezes and closes so you can't view the updates from the school. I did the update of the app and it's even worse so I'm hesitant to update again as it might stop crash completely. Great idea but horrible app would not recommend. This app needs a complete revision.	0
2023-01-17 20:06:28	Android	1.4.3	1	My daughter daycare use this app and I can't view the live video I have it fully updated and still nothing	0
2023-01-16 20:25:01	Android	1.4.3	4	Works fine most of the time. Occasionally I'll need to clear cache on the app to fix any weird bugs.	0
2023-01-16 15:42:06	Android	1.4.2	1	Update 1.16.23: need to hold finger on live feed screen or video won't play. Original review: Not a smooth experience. App is glitchy and very slow to load pages. The video feed is slow to load and not as smooth as the watch me grow app. I like the idea of the app but it needs updates to run smoother. UPDATE: I really dislike this app, especially after the first update. The camera feed never works right, always freezing or just doesn't work at all.	26
2023-01-12 19:24:13	Android	1.4.2	1	can't sign in. the apps will crash once I click on sign in button.	0
2023-01-12 18:27:04	Android	1.4.2	3	It keeps freezing and I have to Uninstall and re download it again	0
2023-01-10 17:30:24	Android	1.4.2	1	Freezes constantly. Says error 80% of the time when you try to open it. Can not send photos to teachers, it is terrible	0
2023-01-09 15:18:35	Android	1.4.2	2	This app is lagging and super slow at times. Made me think my service was the problem, but nooooooo! Please fix these issues immediately! Our children safety is top priority, and this app needs to be aware of the importance to all the families who rely on daycare!!!!	0
2023-01-06 13:53:10	Android	1.4.2	1	Need better support for the Galaxy Fold 4. It keeps randomly switching to landscape mode no matter what screen I use.	2
2023-01-03 18:55:28	Android	1.4.2	2	This app has been terrible. My daughter's preschool uses this app to update us and provide live streaming to her classroom. The camera ALWAYS buffers and times-out. The quality is reduced and usually just kicks me off. I send messages to the teachers regularly, but every time, it freezes, and I can't type. I have to exit the app and start over every time. Can you please try and fix these bugs or whatever technical problems exist to improve this app?! It's ridiculous!	3
2022-12-21 18:54:19	Android	1.4.2	1	Kid was sick at school, threw up, nothing too serious. Teacher sent a message through the app but the all never notified us. Only found out they sent a message when we arrived to pick her up. Not good.	0
2022-12-15 15:09:39	Android	1.4.1	2	Doesn't support foldables. The pager doesn't scroll smoothly.	0
2022-12-14 14:19:39	Android	1.4.1	4	Its a good app. I like how everything is set up and linked to each individual child. There are instances where the app seems to freeze or time out.	0
2022-12-14 13:37:04	Android	1.4.1	5	Love it	0
2022-12-13 21:19:18	Android	1.4.1	2	Update, crashing even more, still open from the updates that come and now can only watch 2 or 3 seconds of video before it freezes. This app is awful and apparently everyone else thinks it is too. Works OK but crashes consistently. Since the most recent updates I can no longer open the app through the updates that come through about my child's progress and usually when I click on the app it opens, then crashes and will open when I click again.	7
2022-12-13 14:12:41	Android	1.4.1	2	Very buggy, crashes constantly	0
2022-12-12 22:34:57	Android	1.4.1	1	It keeps crashing, nothing is updated from teachers side on time. The teacher has to check in my child and if she forgets, I can't see him. Not user friendly at all.	0
2022-12-12 16:38:57	Android	1.4.1	3	Updating my review, app is working much better, but the video still does not work properly, whether on wifi or with a strong data signal i grt about 1 second of video before it freezes into a still frame shot, using a samsung 22 ultra.	4
2022-12-09 1:46:19	Android		1	Terrible. Always crashing.	1
2022-12-07 15:35:41	Android	1.4.1	2	Messaging does not work the way daycare works. It is frustrating that I have two kids and they are shuffled between 3 rooms each and each child has a school level message board. That means I have 8 boards total. Since each room can't see the other and the message screen doesn't say where my kid is now, I have to message all 8 to make sure someone can see it. Please change this to just message based on a child not the room.	0
2022-12-06 17:37:14	Android	1.4.1	5	It's great	0
2022-12-05 22:04:10	Android	1.4.1	4	Easy to use	0
2022-12-05 21:19:11	Android		1	Barely works on Android	0
2022-12-05 17:51:35	Android		5	Great app I know what my children are doing all the time.	0
2022-11-22 17:43:37	Android	1.4.0	2	Video works and that's about it.	0
2022-11-15 21:47:24	Android	1.4.0	1	Something as basic as messaging doesn't work consistently. I get have to force stop and clear the cache for the app in order to actually read messages, otherwise it will be missing anywhere from one day to 2 months worth of messages. They shouldn't be focusing on new features until the ones they have are bug free.	0
2022-11-15 20:25:24	Android	1.4.0	2	This app has a lot of the info I need, it's just so clunky trying to get to it. It loads slow, freezes when trying to scroll through the bulletin section. It would be fantastic if the user experience was a lot smoother.	0
2022-11-15 17:40:22	Android	1.4.0	3	Some features do not work on my Android phone. Most features do.	0
2022-11-15 17:17:03	Android	1.3.2	5	Love love love	0
2022-11-15 14:14:58	Android	1.4.0	1	video is very glitch and never flows properly. This goes on in two different rooms for my two grandchildren. Camera quality is grainy and poor. I'm constantly loading and reloading and reinstalling. Don't see any improvement today. I thought it was me but after reading the reviews it's the app!!!!	0
2022-11-15 13:06:40	Android	1.4.0	4	It's fine. It's often slow to load and is fairly clunky.	0
2022-11-08 18:03:22	Android	1.3.2	1	There is no point in even having this app. It has been terrible since day 1 and even the daycare staff agree!!! I have not been able to see ANY videos or pictures for over a month and prior to that it takes 5 to 10 minutes to load ONLY if I keep my phone screen on the whole time. If my screen goes dark or my phone locks then it starts loading ALL the way over.	7
2022-11-02 16:48:22	Android	1.3.2	1	Horrible app! Too much ways to message the staff and half the time messages don't display even with a notification. Paper notes would work better!	0
2022-10-28 19:33:30	Android	1.3.2	4	Good except that all the history was recently lost. Perhaps from the last app update?	0
2022-10-24 19:08:47	Android	1.3.1	4	I was leery given all the bad reviews, but I've never had any major issues with this app. The cameras and updates work fine. The text messaging is a little shaky. I like being able to poke my head in and see what my son is up to.	0
2022-10-21 17:58:46	Android	1.3.1	3	The app always freeze when I'm trying to move from updates to live. Not to mention the glitches when I'm viewing the live camera.	0
2022-10-21 14:29:20	Android	1.3.0	1	Won't load with new update.	0
2022-10-12 14:48:20	Android	1.3.0	1	Needs a lot of improvements! Very disappointed for the amount of money that is paid for daycare there isn't an app with smooth live video feed. It lags and freezes multiple times and I am on my hone wifi so it's not the connection. Improve the video feed..... if it was your child you were monitoring would you be happy with 1-2min delays? I don't think you would.	0
2022-10-05 20:56:23	Android	1.3.0	1	The UI isn't great, the worst of all, there are bugs on the app after each update. I wish the team actually try the app before pushing out the updates. 😑	0
